method,task,record_type,selection,cycle,iter,accuracy,final_accuracy,final_cycle,final_iter,peak_accuracy,peak_cycle,peak_iter,peak_minus_final,cand_par,cand_start_cycle,cand_tau,cand_weight,kl_mode,kl_candidate,calib_mode,calib_power,calib_auto_lambda,topo_graph_k,topo_alpha,topo_steps,topo_anchor_ratio,topo_target_mix,graph_teacher_fusion,gtf_apply_to,gtf_strength,gtr_par,gtr_stable_cycles,gtr_memory,gtr_min_graph_conf,gtr_min_disagreement,temporal_diag,pl_expand,pl_topk_per_class,pl_min_conf,pl_memory,pl_stable_cycles,pl_stable_memory,pl_memory_warmup_cycles,pl_memory_min_conf,pl_class_balance,pl_balance_coverage,pl_balance_min_per_class,proto_adapt,proto_mix,proto_temperature,proto_min_per_class,proto_momentum,target_head_adapt,target_head_variant,target_head_mix,target_head_start_cycle,target_head_lr_mult,target_head_ema,target_head_ema_momentum,target_residual_max_gate,target_residual_gate_init,residual_gate_final,trajectory_ensemble,trajectory_snapshot_intervals,tau_low,promote_k,accd_enabled,accd_graph_k,accd_anchor_ratio,accd_anchor_memory,accd_candidate_mass,accd_candidate_margin,accd_stable_cycles,accd_resolution_memory,accd_resolution_target,accd_resolution_action,log
temporal_precision_head_seed2022_trajectory_probe,AC,trajectory,peak,4/4,207/276,73.36,73.33,4/4,276/276,73.36,4/4,207/276,0.03,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/AC/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_070638.txt
temporal_precision_head_seed2022_trajectory_probe,AP,trajectory,peak,4/4,280/280,90.94,90.94,4/4,280/280,90.94,4/4,280/280,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/AP/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_071147.txt
temporal_precision_head_seed2022_trajectory_probe,AR,trajectory,peak,4/4,207/276,90.84,90.77,4/4,276/276,90.84,4/4,207/276,0.07,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/AR/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_071647.txt
temporal_precision_head_seed2022_trajectory_probe,CA,trajectory,peak,4/4,152/152,83.64,83.64,4/4,152/152,83.64,4/4,152/152,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/CA/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_073353.txt
temporal_precision_head_seed2022_trajectory_probe,CP,trajectory,peak,4/4,280/280,91.08,91.08,4/4,280/280,91.08,4/4,280/280,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/CP/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_073819.txt
temporal_precision_head_seed2022_trajectory_probe,CR,trajectory,peak,4/4,207/276,90.75,90.66,4/4,276/276,90.75,4/4,207/276,0.09,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/CR/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_074312.txt
temporal_precision_head_seed2022_trajectory_probe,PA,trajectory,peak,4/4,114/152,82.94,82.90,4/4,152/152,82.94,4/4,114/152,0.04,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/PA/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_080017.txt
temporal_precision_head_seed2022_trajectory_probe,PC,trajectory,peak,4/4,276/276,73.47,73.47,4/4,276/276,73.47,4/4,276/276,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/PC/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_080439.txt
temporal_precision_head_seed2022_trajectory_probe,PR,trajectory,peak,4/4,276/276,90.52,90.52,4/4,276/276,90.52,4/4,276/276,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/PR/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_080921.txt
temporal_precision_head_seed2022_trajectory_probe,RA,trajectory,peak,4/4,152/152,83.40,83.40,4/4,152/152,83.40,4/4,152/152,0.00,0.0,0,0.0,none,clip,confidence,both_prior,0.5,0.2,15,0.9,20,0.5,-1.0,True,none,0.5,0.05,2,reversible,0.05,0.25,True,none,0,0.0,stable,2,reversible,1,0.0,False,0.75,1,False,0.0,0.2,3,0.0,True,blend,0.3,1,1.0,False,0.99,0.3,-2.0,,True,[2| 3| 4],0.4,999,False,15,0.5,dynamic,0.6,0.1,2,persistent,both,hard_label,output/uda/office-home/RA/temporal_precision_head_seed2022_trajectory_probe/temporal_precision_head_trajectory_260719_082624.txt
